Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
Freight,ACTUATORS 70 460 41.64,1,191.54,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 460 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 464 59.56,1,276.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 471 25.70,1,121.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 471 MIN,1,142.94,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 472 24.15,1,113.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 474 38.01,1,180.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 474 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 476 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 479 24.24,1,116.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 479 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 480 28.66,1,137.57,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 481 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 482 34.29,1,165.28,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 482 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 483 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 486 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 488 29.55,1,144.2,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 488 44.84,1,218.82,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 488 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 490 39.78,1,194.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 490 44.08,1,215.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 492 46.16,1,227.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 493 47.96,1,236.44,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 494 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 495 46.16,1,228.49,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 497 46.16,1,229.42,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 498 48.74,1,242.73,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 500 51.95,1,259.75,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 500 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 502 41.64,1,209.03,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 504 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 507 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 510 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 515 41.64,1,214.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 5226 26.23,1,1370.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 529 39.96,1,211.39,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 530 38.01,1,201.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 533 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 534 33.68,1,179.85,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 535 29.68,1,158.79,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 535 42.10,1,225.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 536 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 537 46.16,1,247.88,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 5395 13.79,1,743.97,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 544 26.32,1,143.18,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 545 21.71,1,118.32,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 547 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 548 44.84,1,245.72,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 548 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 550 29.68,1,163.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 552 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 555 42.10,1,233.66,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 5596 17.05,1,954.12,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 561 24.73,1,138.74,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 561 57.58,1,323.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 565 30.74,1,173.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 566 44.60,1,252.44,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 570 36.82,1,209.87,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 570 MIN,1,142.94,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 571 MIN,1,142.94,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 574 47.96,1,275.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 575 32.20,1,185.15,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 575 58.00,1,333.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 578 22.05,1,127.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 580 31.83,1,184.61,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 580 32.93,1,190.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 580 38.01,1,220.46,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 581 24.94,1,144.9,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 582 42.10,1,245.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 584 24.15,1,141.04,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 585 23.28,1,136.19,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 590 46.16,1,272.34,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 60 MIN,1,173.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 601 33.72,1,202.66,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 604 46.16,1,278.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 605 54.42,1,329.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 607 27.60,1,167.53,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 613 36.72,1,225.09,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 615 30.76,1,189.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 619 30.74,1,190.28,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 619 41.64,1,257.75,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 620 20.71,1,128.4,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 620 31.83,1,197.35,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 624 33.17,1,206.98,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 624 42.59,1,265.76,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 630 41.64,1,262.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 633 34.29,1,217.06,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 635 41.64,1,264.41,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 646 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 647 21.71,1,140.46,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 648 46.16,2,598.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 648 46.40,1,300.67,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 651 24.68,1,160.67,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 658 23.28,1,153.18,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 6635 32.21,1,2137.13,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 664 29.68,1,197.08,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 665 44.08,1,293.13,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 669 46.16,1,308.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 674 58.39,1,393.55,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 676 26.53,1,179.34,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 678 18.43,1,124.96,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 680 24.40,1,165.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 6962 32.21,1,2242.46,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 697 18.33,1,127.76,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 699 26.95,1,188.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 70 MIN,1,173.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 700 36.72,1,257.04,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 700 38.49,1,269.43,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 705 29.68,1,209.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 71 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 711 58.00,1,412.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 720 33.68,1,242.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 7200 31.77,1,2287.44,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 732 33.68,1,246.54,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 74 MIN,3,504.33000000000004,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 741 28.20,1,208.96,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 743 42.10,1,312.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 749 38.49,1,288.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 75 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 755 56.77,1,428.61,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 760 29.68,1,225.57,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 767 41.64,1,319.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 769 34.46,1,265.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 77 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 770 27.89,1,214.75,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 770 28.22,1,217.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 7727 31.77,1,2454.87,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 775 56.83,1,440.43,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 776 29.68,1,230.32,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 778 49.35,1,383.94,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 78 MIN,4,622.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 780 24.37,1,190.09,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 784 44.84,1,351.55,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 787 56.83,1,447.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 79 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 796 29.68,1,236.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 80 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 800 25.28,1,202.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 802 56.83,1,455.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 804 30.13,1,242.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 81 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 818 17.59,1,143.89,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 819 53.98,1,442.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 825 42.10,1,347.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 83 MIN,3,394.78999999999996,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 830 14.95,1,124.09,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 8306 31.77,1,2638.82,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 832 25.28,1,210.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 85 MIN,7,1097.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 850 21.25,1,180.63,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 854 28.20,1,240.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 855 34.77,1,297.28,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 86 MIN,3,474.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 864 48.37,1,417.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 87 MIN,4,608.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 872 34.77,1,303.19,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 873 48.37,1,422.27,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 875 13.97,1,122.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 877 30.29,1,265.64,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 88 MIN,5,790.8299999999999,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 89 MIN,1,254.09,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 892 34.77,1,310.15,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 895 25.68,1,229.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 895 38.56,1,345.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 898 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 90 MIN,8,1225.6599999999999,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 900 33.87,1,304.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 905 38.23,1,345.98,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 91 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 917 36.98,1,339.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 92 MIN,1,173.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 921 50.72,1,467.13,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 924 21.87,1,202.08,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 925 17.60,1,162.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 93 MIN,2,236.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 934 38.56,1,360.15,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 941 24.70,1,232.43,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 945 27.76,1,262.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 95 MIN,7,1178.52,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 959 11.87,1,113.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 96 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 969 27.76,1,268.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 97 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 98 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 99 MIN,1,254.09,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 991 35.16,1,348.44,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ALUM CASTINGS STC 71 PKGS 60 1270 24.26,1,308.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 10;000 11.07,1,1107.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 23.91,1,239.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 27.47,1,274.7,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 519.05,1,5190.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 580.71,1,5807.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 580.72,1,5807.2,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 1;000 59.71,1,597.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 500 595.25,1,2976.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 500 60.22,1,301.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 5;000 114.78,1,5739.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,AS WEIGHT 5;000 12.08,1,604.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Address Correction Ground,500,6715.5,Accessorial / Delivery Surcharge,Address Correction,rule
Freight,Air Freight,43,75893.68,Line Haul / Base Transportation,Air Freight,rule
Freight,Airway Bill (AWB) Delivery,1,96.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,BLS BLIND SHIPMENT,1,30.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Chargeback 2nd Day Air Commercial,3,771.0899999999999,Administrative & Service Fees,Chargeback / Reversal,rule
Freight,Chargeback Ground Commercial,323,4223.67,Administrative & Service Fees,Chargeback / Reversal,rule
Freight,Chargeback Next Day Air Commercial,14,461.81,Administrative & Service Fees,Chargeback / Reversal,rule
Freight,Delivery,33,12652.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Delivery Confirmation Signature - Commercial,262,2017.4,Accessorial / Delivery Surcharge,Signature Required,rule
Freight,Delivery ,1,859.54,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ELECTRONIC TELCO SWITCHING SYSTEMS,1,194.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Freight,31,41444.49,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Freight Charges,9,26190.37,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Full Container Freight (FCL),3,6815.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,GROSS FRT CHG,3,730.13,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Ground,20,1460.1200000000001,Line Haul / Base Transportation,Ground,rule
Freight,Ground Commercial,15731,210639.57,Line Haul / Base Transportation,Ground,rule
Freight,Ground Commercial Collect,887,11948.66,Line Haul / Base Transportation,Ground,rule
Freight,Ground Commercial Third Party,209,2523.91,Line Haul / Base Transportation,Ground,rule
Freight,Ground Commercial UPS Delivery Intercept,2,23.84,Line Haul / Base Transportation,Ground,rule
Freight,Ground Commercial UPS Delivery Intercept Third Party,1,11.04,Line Haul / Base Transportation,Ground,rule
Freight,Ground Hundredweight,138,1872.49,Line Haul / Base Transportation,Ground,rule
Freight,Ground Hundredweight Collect,50,365.46000000000004,Line Haul / Base Transportation,Ground,rule
Freight,Ground Residential,747,12488.27,Line Haul / Base Transportation,Ground,rule
Freight,Ground Residential Third Party,92,1014.43,Line Haul / Base Transportation,Ground,rule
Freight,Ground Return to Sender,3,33.88,Line Haul / Base Transportation,Ground,rule
Freight,Ground Undeliverable Return,28,413.6,Line Haul / Base Transportation,Ground,rule
Freight,HARDWARE 60 1020 25.13,1,256.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 60 1060 17.70,1,187.62,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 60 2320 17.70,1,410.64,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 60 2996 22.31,1,668.41,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 60 380 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 60 945 25.13,1,237.48,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 65 1428 25.13,1,358.86,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 65 1460 17.70,1,258.42,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 65 1476 25.13,1,370.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 65 230 25.13,1,57.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 65 400 30.08,1,120.32,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 70 370 17.70,1,65.49,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HARDWARE 70 370 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HDWE 60 1455 25.13,1,365.64,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HDWE 60 219 17.70,1,38.76,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,HDWE 60 2320 17.70,1,410.64,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,IT#11608-5 TELECOMMUNICATIONS,1,167.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,IT-156600-3 CL 250 CLASS 100.0 175 7232,1,126.56,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,IT116030 ELECTRONICS,1,1628.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB 7 ELECTRONIC,1,111.94,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB 7 TELECOMMUNICATIONS EQC60,1,204.57,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 5 TELECOMMUNICATION EQUIPMENT,1,338.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 5 TELECOMMUNICATIONS,1,116.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 ELECTRONIC,2,425.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 ELECTRONIC TELCO,1,946.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 ELECTRONIC TELCO SWI C100,1,352.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 ELECTRONIC TELCO SWITC60,1,123.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 ELECTRONIC TELCO SWITCHING SYSTMES OR COMPONENTS,1,284.28,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 TELECOMMUNICATIONS,1,211.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB : 7 TELECOMUNICATION EQUIC60,1,217.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ITEM 116030 SUB: 7 TELECOMMUNICATIONS EQUIPMENT *** SUM *** WEIGHT & CHARGE,1,105.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,MIN FRT CHG,4,575.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Next Day Air Commercial,681,45697.37,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Commercial Collect,39,3576.81,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Commercial Third Party,8,380.32,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Early Commercial,26,3097.38,Line Haul / Base Transportation,Air Freight,rule
