Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
(CL175) CLASS 175.0 (EX175) 393 EX175 66803,(CL175) CLASS 175.0 (EX175) 393 EX175 66803,1,2625.36,Other / Uncategorized,Unclassified,none
(EX175) 103 EX175 84977,(EX175) 103 EX175 84977,1,875.26,Other / Uncategorized,Unclassified,none
(EX175) 117 EX175 42389,(EX175) 117 EX175 42389,1,495.95,Other / Uncategorized,Unclassified,none
(EX175) 123 EX175 91831,(EX175) 123 EX175 91831,1,1129.52,Other / Uncategorized,Unclassified,none
(EX175) 129 EX175 27658,(EX175) 129 EX175 27658,1,356.79,Other / Uncategorized,Unclassified,none
(EX175) 130 EX175 93006,(EX175) 130 EX175 93006,1,1209.08,Other / Uncategorized,Unclassified,none
(EX175) 135 EX175 21592,(EX175) 135 EX175 21592,1,291.49,Other / Uncategorized,Unclassified,none
(EX175) 135 EX175 66263,(EX175) 135 EX175 66263,1,894.55,Other / Uncategorized,Unclassified,none
(EX175) 135 EX175 76639,(EX175) 135 EX175 76639,1,1034.63,Other / Uncategorized,Unclassified,none
(EX175) 139 EX175 68804,(EX175) 139 EX175 68804,1,956.38,Other / Uncategorized,Unclassified,none
(EX175) 142 EX175 111431,(EX175) 142 EX175 111431,1,1582.32,Other / Uncategorized,Unclassified,none
(EX175) 143 EX175 66263,(EX175) 143 EX175 66263,1,947.56,Other / Uncategorized,Unclassified,none
(EX175) 145 EX175 77588,(EX175) 145 EX175 77588,1,1125.03,Other / Uncategorized,Unclassified,none
(EX175) 147 EX175 53975,(EX175) 147 EX175 53975,1,793.43,Other / Uncategorized,Unclassified,none
(EX175) 159 EX175 51808,(EX175) 159 EX175 51808,1,823.75,Other / Uncategorized,Unclassified,none
(EX175) 168 EX175 90538,(EX175) 168 EX175 90538,1,1521.04,Other / Uncategorized,Unclassified,none
(EX175) 174 EX175 24152,(EX175) 174 EX175 24152,1,420.24,Other / Uncategorized,Unclassified,none
(EX175) 205 EX175 105109,(EX175) 205 EX175 105109,1,2154.73,Other / Uncategorized,Unclassified,none
(EX175) 219 EX175 81785,(EX175) 219 EX175 81785,1,1791.09,Other / Uncategorized,Unclassified,none
(EX175) 220 EX175 56272,(EX175) 220 EX175 56272,1,1237.98,Other / Uncategorized,Unclassified,none
(EX175) 221 EX175 71316,(EX175) 221 EX175 71316,1,1576.08,Other / Uncategorized,Unclassified,none
(EX175) 227 EX175 71316,(EX175) 227 EX175 71316,1,1618.87,Other / Uncategorized,Unclassified,none
(EX175) 230 EX175 62232,(EX175) 230 EX175 62232,1,1431.34,Other / Uncategorized,Unclassified,none
(EX175) 231 EX175 82620,(EX175) 231 EX175 82620,1,1908.52,Other / Uncategorized,Unclassified,none
(EX175) 233 EX175 32391,(EX175) 233 EX175 32391,1,754.71,Other / Uncategorized,Unclassified,none
(EX175) 233 EX175 66057,(EX175) 233 EX175 66057,1,1539.13,Other / Uncategorized,Unclassified,none
(EX175) 235 EX175 82620,(EX175) 235 EX175 82620,1,1941.57,Other / Uncategorized,Unclassified,none
(EX175) 239 EX175 90631,(EX175) 239 EX175 90631,1,2166.08,Other / Uncategorized,Unclassified,none
(EX175) 263 EX175 56272,(EX175) 263 EX175 56272,1,1479.95,Other / Uncategorized,Unclassified,none
(EX175) 286 EX175 32391,(EX175) 286 EX175 32391,1,926.38,Other / Uncategorized,Unclassified,none
(EX175) 342 EX175 18515,(EX175) 342 EX175 18515,1,633.21,Other / Uncategorized,Unclassified,none
(EX175) 355 EX175 90538,(EX175) 355 EX175 90538,1,3214.1,Other / Uncategorized,Unclassified,none
(EX175) 427 EX175 16553,(EX175) 427 EX175 16553,1,706.81,Other / Uncategorized,Unclassified,none
(EX175) 43 EX175 90538,(EX175) 43 EX175 90538,1,389.31,Other / Uncategorized,Unclassified,none
(EX175) 435 EX175 21592,(EX175) 435 EX175 21592,1,939.25,Other / Uncategorized,Unclassified,none
(EX175) 57 EX175 16553,(EX175) 57 EX175 16553,1,94.35,Other / Uncategorized,Unclassified,none
(EX175) 65 EX175 64814,(EX175) 65 EX175 64814,1,421.29,Other / Uncategorized,Unclassified,none
(EX175) 66 EX175 77588,(EX175) 66 EX175 77588,1,512.08,Other / Uncategorized,Unclassified,none
(EX175) 68 EX175 52780,(EX175) 68 EX175 52780,1,358.9,Other / Uncategorized,Unclassified,none
(EX175) 73 EX175 89532,(EX175) 73 EX175 89532,1,653.58,Other / Uncategorized,Unclassified,none
(EX175) 83 EX175 57301,(EX175) 83 EX175 57301,1,475.6,Other / Uncategorized,Unclassified,none
(EX175) 84 EX175 64814,(EX175) 84 EX175 64814,1,544.44,Other / Uncategorized,Unclassified,none
(EX175) 84 EX175 73008,(EX175) 84 EX175 73008,1,613.27,Other / Uncategorized,Unclassified,none
(EX175) 85 EX175 55646,(EX175) 85 EX175 55646,1,472.99,Other / Uncategorized,Unclassified,none
(EX175) 86 EX175 50855,(EX175) 86 EX175 50855,1,437.35,Other / Uncategorized,Unclassified,none
(EX175) 87 EX175 90538,(EX175) 87 EX175 90538,1,787.68,Other / Uncategorized,Unclassified,none
(EX175) 88 EX175 76639,(EX175) 88 EX175 76639,1,674.42,Other / Uncategorized,Unclassified,none
(EX175) 90 EX175 27658,(EX175) 90 EX175 27658,1,248.92,Other / Uncategorized,Unclassified,none
(EX175) 93 EX175 34306,(EX175) 93 EX175 34306,1,319.05,Other / Uncategorized,Unclassified,none
(EX175) 96 EX175 90538,(EX175) 96 EX175 90538,1,869.16,Other / Uncategorized,Unclassified,none
(EX175) 97 EX175 84977,(EX175) 97 EX175 84977,1,824.28,Other / Uncategorized,Unclassified,none
(EX175) 99 EX175 76639,(EX175) 99 EX175 76639,1,758.73,Other / Uncategorized,Unclassified,none
* DEFICIT WEIGHT CHARGE *,* DEFICIT WEIGHT CHARGE *,1,58.23,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
* NMFC 061700-03 ELECTRICAL APPLIANCE 250 169 MIN,* NMFC 061700-03 ELECTRICAL APPLIANCE 250 169 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 062070-01 GEAR-MOTORS OR PARTS 70 914 29.65,* NMFC 062070-01 GEAR-MOTORS OR PARTS 70 914 29.65,1,271.0,Administrative & Service Fees,Third Party Billing,tfidf_fallback
"* NMFC 133300-02 MACHINERY, NOI, OR 250 375 71.02","* NMFC 133300-02 MACHINERY, NOI, OR 250 375 71.02",1,266.33,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 141 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 141 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 150 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 150 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 207 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 207 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 210 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 210 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 220 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 220 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 292 MIN,* NMFC 133300-02 MACHINERY; NOI; OR 250 292 MIN,1,158.29,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 3334 30.63,* NMFC 133300-02 MACHINERY; NOI; OR 250 3334 30.63,1,1021.2,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 380 48.16,* NMFC 133300-02 MACHINERY; NOI; OR 250 380 48.16,1,183.01,Other / Uncategorized,Unclassified,none
* NMFC 133300-02 MACHINERY; NOI; OR 250 460 46.46,* NMFC 133300-02 MACHINERY; NOI; OR 250 460 46.46,1,213.72,Other / Uncategorized,Unclassified,none
"* NMFC 133300-03 MACHINERY, NOI, OR 125 294 MIN","* NMFC 133300-03 MACHINERY, NOI, OR 125 294 MIN",1,254.09,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 100 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 100 MIN,1,158.29,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 105 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 105 MIN,1,158.29,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 120 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 120 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 163 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 163 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 1655 34.77,* NMFC 133300-03 MACHINERY; NOI; OR 125 1655 34.77,1,575.44,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 212 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 212 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 214 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 214 MIN,1,158.29,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 252 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 252 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 281 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 281 MIN,1,173.02,Other / Uncategorized,Unclassified,none
* NMFC 133300-03 MACHINERY; NOI; OR 125 330 MIN,* NMFC 133300-03 MACHINERY; NOI; OR 125 330 MIN,1,173.02,Other / Uncategorized,Unclassified,none
"* NMFC UNKNOWN, TARIFF ITEM 170 SUB 13 50 561 37.20","* NMFC UNKNOWN, TARIFF ITEM 170 SUB 13 50 561 37.20",1,208.69,Other / Uncategorized,Unclassified,none
*** SUM *** WEIGHT,*** SUM *** WEIGHT,2,207.34,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
*** SUM *** WEIGHT & CHARGE,*** SUM *** WEIGHT & CHARGE,1,155.93,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
************AMOUNT DUE************,************AMOUNT DUE************,1,690.39,Discounts,General Discount,tfidf_fallback
--> R&L'S DISCOUNT SAVES YOU,--> R&L'S DISCOUNT SAVES YOU,1,-159.79,Discounts,General Discount,rule
0000009 DEFICIT WT=LOWER CHARGES ** **,0000009 DEFICIT WT=LOWER CHARGES ** **,1,40.55,Other / Uncategorized,Unclassified,none
0002264 WEIGHT VALIDATION FEE,0002264 WEIGHT VALIDATION FEE,1,22.64,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
002650 CALIFORNIA COMPLIANCE,002650 CALIFORNIA COMPLIANCE,1,26.5,Other / Uncategorized,Unclassified,none
008422,008422,1,84.22,Other / Uncategorized,Unclassified,none
013400 CLOSE OF BUSINESS DELV,013400 CLOSE OF BUSINESS DELV,2,268.0,Other / Uncategorized,Unclassified,none
05.30% DISC,05.30% DISC,2,-54.230000000000004,Discounts,General Discount,tfidf_fallback
056590-04 (CL175) CLASS 175.0 (EX175) 144 EX175 77040,056590-04 (CL175) CLASS 175.0 (EX175) 144 EX175 77040,1,1109.38,Other / Uncategorized,Unclassified,none
056590-04 (CL175) CLASS 175.0 (EX175) 392 EX175 84337,056590-04 (CL175) CLASS 175.0 (EX175) 392 EX175 84337,1,3306.01,Other / Uncategorized,Unclassified,none
1 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 322 64.83,1 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 322 64.83,1,208.75,Other / Uncategorized,Unclassified,none
1 Each Extreme Length $175.00,1 Each Extreme Length $175.00,1,175.0,Other / Uncategorized,Unclassified,none
1 SKD CONTROL VALVE CLASS 70 156 M,1 SKD CONTROL VALVE CLASS 70 156 M,1,1190.52,Administrative & Service Fees,Declared Value / Insurance,tfidf_fallback
1. Org. Cargo Screening Base Rate EUR 60;00 Zero Rated,1. Org. Cargo Screening Base Rate EUR 60;00 Zero Rated,1,60.0,Accessorial / Delivery Surcharge,Security Surcharge,rule
1. Org. Terminal Handling-Forwarder Greater of (Min Zero Rated,1. Org. Terminal Handling-Forwarder Greater of (Min Zero Rated,1,30.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
10.40% DISC,10.40% DISC,2,-105.38,Discounts,General Discount,tfidf_fallback
12.986 %  HST,12.986 %  HST,1,1.87,Taxes & Customs,GST / HST,rule
13.000 %  HST,13.000 %  HST,134,634.15,Taxes & Customs,GST / HST,rule
13.006 %  HST,13.006 %  HST,1,4.37,Taxes & Customs,GST / HST,rule
15 15 MISC PARTS FOR STORAGE 4974,15 15 MISC PARTS FOR STORAGE 4974,1,515.0,Administrative & Service Fees,Package Handling / Storage,rule
15.000 %  HST,15.000 %  HST,13,159.4,Taxes & Customs,GST / HST,rule
175.0 48.0 X 1.0 X 1.0 (EX175) 135 EX175 66803,175.0 48.0 X 1.0 X 1.0 (EX175) 135 EX175 66803,1,901.84,Other / Uncategorized,Unclassified,none
2 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 5;690 12.66,2 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 5;690 12.66,1,720.35,Other / Uncategorized,Unclassified,none
2 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 6;760 9.84,2 DIVISION 1.4; LIMITED QUANTITY L: 48 W: 40 H: 48 IN 64300-2 6;760 9.84,1,665.18,Other / Uncategorized,Unclassified,none
20   x 20   x 12   box,20   x 20   x 12   box,1,9.5,Other / Uncategorized,Unclassified,none
26 26 SKIDS 999,26 26 SKIDS 999,1,515.0,Other / Uncategorized,Unclassified,none
27.0 235 87215,27.0 235 87215,1,2049.55,Other / Uncategorized,Unclassified,none
28.60% DISC,28.60% DISC,1,-117.37,Discounts,General Discount,tfidf_fallback
2nd Day Air Hundredweight,2nd Day Air Hundredweight,28,2341.25,Line Haul / Base Transportation,Air Freight,rule
2nd Day Air Residential,2nd Day Air Residential,27,844.02,Line Haul / Base Transportation,Air Freight,rule
3 Day Select Residential,3 Day Select Residential,7,151.77,Line Haul / Base Transportation,Air Freight,rule
3 Day Select Undeliverable Return,3 Day Select Undeliverable Return,27,315.86,Line Haul / Base Transportation,Air Freight,rule
3 SKD DIGITAL CABLE MODEMS (640 SAX; 384 100 CLASS 100 FAK 1;758 22.51,3 SKD DIGITAL CABLE MODEMS (640 SAX; 384 100 CLASS 100 FAK 1;758 22.51,1,395.73,Other / Uncategorized,Unclassified,none
32.8% FUEL SURCHARGE,32.8% FUEL SURCHARGE,1,310.66,Fuel Surcharge,Domestic Fuel Surcharge,rule
32X24X16 IT-62070-1 CL70 70 601 37.20,32X24X16 IT-62070-1 CL70 70 601 37.20,1,223.57,Other / Uncategorized,Unclassified,none
33.1% FUEL SURCHARGE,33.1% FUEL SURCHARGE,3,1048.25,Fuel Surcharge,Domestic Fuel Surcharge,rule
33.9% FUEL SURCHARGE,33.9% FUEL SURCHARGE,2,285.64,Fuel Surcharge,Domestic Fuel Surcharge,rule
34% FUEL SURCHARGE,34% FUEL SURCHARGE,1,193.04,Fuel Surcharge,Domestic Fuel Surcharge,rule
36 36 MISC PARTS FOR STORAGE 070 34974,36 36 MISC PARTS FOR STORAGE 070 34974,1,515.0,Administrative & Service Fees,Package Handling / Storage,rule
38 38 SHUTTLE TO BELIMO 2600,38 38 SHUTTLE TO BELIMO 2600,1,515.0,Other / Uncategorized,Unclassified,none
4 4 MISC PARTS FOR STORAGE 070 2000,4 4 MISC PARTS FOR STORAGE 070 2000,1,515.0,Administrative & Service Fees,Package Handling / Storage,rule
40.0 X 20.0 (EX175) 88 EX175 77588,40.0 X 20.0 (EX175) 88 EX175 77588,1,682.77,Other / Uncategorized,Unclassified,none
40.0 X 36.0 (EX175) 136 EX175 77588,40.0 X 36.0 (EX175) 136 EX175 77588,1,1055.2,Other / Uncategorized,Unclassified,none
40X24X28IN 70 276 MIN,40X24X28IN 70 276 MIN,1,173.02,Other / Uncategorized,Unclassified,none
40X24X28IN 70 554 35.93,40X24X28IN 70 554 35.93,1,199.05,Other / Uncategorized,Unclassified,none
4570004072 SHPR# PRINTED ADHESIVE LABELS *FXF PZONE01/05/26 ILS 11115,4570004072 SHPR# PRINTED ADHESIVE LABELS *FXF PZONE01/05/26 ILS 11115,1,885.1,Administrative & Service Fees,Returns / Print Label Fee,rule
48.0 X 42.0 X 61.0 608 62092,48.0 X 42.0 X 61.0 608 62092,1,3775.19,Other / Uncategorized,Unclassified,none
49.0 280 EX175 71316 (EX175),49.0 280 EX175 71316 (EX175),1,1996.85,Other / Uncategorized,Unclassified,none
5.000 %  GST,5.000 %  GST,59,149.5,Taxes & Customs,GST / HST,rule
50 3;158 22.49,50 3;158 22.49,1,710.23,Other / Uncategorized,Unclassified,none
53.0 287 EX175 84600 (EX175),53.0 287 EX175 84600 (EX175),1,2428.02,Other / Uncategorized,Unclassified,none
61.0 338 EX175 81785 (EX175),61.0 338 EX175 81785 (EX175),1,2764.33,Other / Uncategorized,Unclassified,none
65.0 379 EX175 76639 (EX175),65.0 379 EX175 76639 (EX175),1,2904.62,Other / Uncategorized,Unclassified,none
68246558 SHPR# CONTROL VALVE *FXF 50101/05/26 ILS 04245 FAK RATES APPLIED,68246558 SHPR# CONTROL VALVE *FXF 50101/05/26 ILS 04245 FAK RATES APPLIED,1,954.89,Other / Uncategorized,Unclassified,none
70 FAK 55 1;051 26.17,70 FAK 55 1;051 26.17,1,275.05,Other / Uncategorized,Unclassified,none
74.0 433 EX175 56272 (EX175),74.0 433 EX175 56272 (EX175),1,2436.58,Other / Uncategorized,Unclassified,none
75.00% DISCOUNT,75.00% DISCOUNT,1,-1033.42,Discounts,General Discount,rule
78.00% DISC 0.00,78.00% DISC 0.00,1,-1816.02,Discounts,General Discount,tfidf_fallback
78.00% DISC FLAT,78.00% DISC FLAT,1,-7015.71,Discounts,General Discount,tfidf_fallback
795 LESS DISCOUNT,795 LESS DISCOUNT,1,-823.65,Discounts,General Discount,rule
800 LESS DISCOUNT,800 LESS DISCOUNT,3,-15553.29,Discounts,General Discount,rule
9.975 %  QST,9.975 %  QST,3,24.71,Taxes & Customs,GST / HST,tfidf_fallback
<> ELIVERY ESTES GUARANTEE 12PM - EXPRESS ,<> ELIVERY ESTES GUARANTEE 12PM - EXPRESS ,1,25.0,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
ACCESSORIAL FEE ADJUSTMENT,ACCESSORIAL FEE ADJUSTMENT,1,10.0,Administrative & Service Fees,Billing Adjustment / Correction,tfidf_fallback
ACMS FEE,ACMS FEE,16,240.0,Other / Uncategorized,Unclassified,none
ACTUATOR 70 105 MIN,ACTUATOR 70 105 MIN,1,173.02,Other / Uncategorized,Unclassified,none
ACTUATOR 70 175 MIN,ACTUATOR 70 175 MIN,1,173.02,Other / Uncategorized,Unclassified,none
ACTUATOR 70 180 MIN,ACTUATOR 70 180 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATOR 70 86 MIN,ACTUATOR 70 86 MIN,1,173.02,Other / Uncategorized,Unclassified,none
ACTUATOR 70 90 MIN,ACTUATOR 70 90 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATOR 70 95 MIN,ACTUATOR 70 95 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATOR 70 960 23.58,ACTUATOR 70 960 23.58,1,226.37,Other / Uncategorized,Unclassified,none
ACTUATORS,ACTUATORS,3,8064.33,Other / Uncategorized,Unclassified,none
ACTUATORS 100 178 MIN,ACTUATORS 100 178 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 100 224 MIN,ACTUATORS 100 224 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 100 241 MIN,ACTUATORS 100 241 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 100 355 MIN,ACTUATORS 100 355 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 100 550 MIN,ACTUATORS 100 550 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 122 MIN,ACTUATORS 125 122 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 140 MIN,ACTUATORS 125 140 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 242 MIN,ACTUATORS 125 242 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 244 MIN,ACTUATORS 125 244 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 269 MIN,ACTUATORS 125 269 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 125 320 MIN,ACTUATORS 125 320 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 92.5 162 MIN,ACTUATORS 92.5 162 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 92.5 314 MIN,ACTUATORS 92.5 314 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACTUATORS 92.5 390 MIN,ACTUATORS 92.5 390 MIN,1,158.29,Other / Uncategorized,Unclassified,none
ACUATORS 70 165 MIN,ACUATORS 70 165 MIN,1,173.02,Other / Uncategorized,Unclassified,none
ADDITIONAL CLASSIFICATIONS,ADDITIONAL CLASSIFICATIONS,13,398.0,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,tfidf_fallback
ADDITIONAL HTS,ADDITIONAL HTS,22,549.5,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,tfidf_fallback
ADDITIONAL INVOICES,ADDITIONAL INVOICES,2,120.0,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,tfidf_fallback
ADDL INVOICE,ADDL INVOICE,6,175.0,Other / Uncategorized,Unclassified,none
ADDL LINE FEE,ADDL LINE FEE,8,107.0,Other / Uncategorized,Unclassified,none
ADDRESS CORRECTION,ADDRESS CORRECTION,3,33.0,Accessorial / Delivery Surcharge,Address Correction,rule
ADMI I N DOCS,ADMI I N DOCS,1,45.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADMI N DOCS,ADMI N DOCS,4,180.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADMI N DOCS E,ADMI N DOCS E,7,315.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADMIN DOCS,ADMIN DOCS,14,630.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADMIN DOCS E,ADMIN DOCS E,4,180.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADMIN.KOSTEN,ADMIN.KOSTEN,3,75.0,Other / Uncategorized,Unclassified,none
ADML N DOCS E,ADML N DOCS E,1,45.0,Administrative & Service Fees,Document Fee,tfidf_fallback
ADSTOP ADDITIONAL STOP,ADSTOP ADDITIONAL STOP,1,45.0,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,tfidf_fallback
ADSTOP ADDITIONAL STOP UN LABEL,ADSTOP ADDITIONAL STOP UN LABEL,1,45.0,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,tfidf_fallback
ADVANCE AT DESTINATION,ADVANCE AT DESTINATION,7,1341.92,Taxes & Customs,Customs / Brokerage,tfidf_fallback
ADVANCE MANIFEST,ADVANCE MANIFEST,6,190.0,Taxes & Customs,GST / HST,tfidf_fallback
ADVANCES,ADVANCES,1,575.0,Other / Uncategorized,Unclassified,none
ADVANCES CONCORDIA SYDNEY,ADVANCES CONCORDIA SYDNEY,1,1599.1,Other / Uncategorized,Unclassified,none
AES / ACE Fee (Air),AES / ACE Fee (Air),3,75.0,Other / Uncategorized,Unclassified,none
AES Filing Fee,AES Filing Fee,1,25.0,Other / Uncategorized,Unclassified,none
AFS AIR FREIGHT SURCHARGE,AFS AIR FREIGHT SURCHARGE,23,729.2700000000001,Line Haul / Base Transportation,Air Freight,rule
AFS AIR FREIGHT SURCHARGE 2.000 27.0100,AFS AIR FREIGHT SURCHARGE 2.000 27.0100,2,108.04,Line Haul / Base Transportation,Air Freight,rule
AFS AIR FREIGHT SURCHARGE AA,AFS AIR FREIGHT SURCHARGE AA,4,108.04,Line Haul / Base Transportation,Air Freight,rule
AFS AIR FREIGHT SURCHARGE DELTA,AFS AIR FREIGHT SURCHARGE DELTA,21,675.25,Line Haul / Base Transportation,Air Freight,rule
AFS AIR FREIGHT SURCHARGE DL 2.000 27.0100,AFS AIR FREIGHT SURCHARGE DL 2.000 27.0100,1,54.02,Line Haul / Base Transportation,Air Freight,rule
AFS AIR FREIGHT SURCHARGE WN,AFS AIR FREIGHT SURCHARGE WN,1,53.85,Line Haul / Base Transportation,Air Freight,rule
AHPD AFTER HOURS RECOVERY,AHPD AFTER HOURS RECOVERY,26,650.0,Accessorial / Delivery Surcharge,Saturday / After Hours / Holiday,rule
AHPD AFTER HOURS TENDER,AHPD AFTER HOURS TENDER,1,50.0,Accessorial / Delivery Surcharge,Saturday / After Hours / Holiday,rule
AHS - Dimensions,AHS - Dimensions,12,354.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
AHS - Weight,AHS - Weight,2,80.0,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
AI RPORT TRANSFER,AI RPORT TRANSFER,2,75.84,Line Haul / Base Transportation,Air Freight,rule
AI RPORT TRANSFER E,AI RPORT TRANSFER E,3,97.88,Line Haul / Base Transportation,Air Freight,rule
AIR AMS FEE,AIR AMS FEE,28,700.0,Other / Uncategorized,Unclassified,none
AIR AMS FEES,AIR AMS FEES,17,425.0,Other / Uncategorized,Unclassified,none
AIR FREI IGHT E,AIR FREI IGHT E,3,1126.8,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
AIR FREIGHT,AIR FREIGHT,123,504756.97,Line Haul / Base Transportation,Air Freight,rule
AIR FREIGHT E,AIR FREIGHT E,8,3256.1,Line Haul / Base Transportation,Air Freight,rule
AIR FREIGHT USD,AIR FREIGHT USD,14,77128.39,Line Haul / Base Transportation,Air Freight,rule
AIR FREIGHTÂ ,AIR FREIGHTÂ ,1,11056.5,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
AIR IMPORT ENTRY,AIR IMPORT ENTRY,90,8550.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
AIR REIGHT E,AIR REIGHT E,1,175.0,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
AIR SWITCHES 100 346 MIN,AIR SWITCHES 100 346 MIN,1,118.25,Other / Uncategorized,Unclassified,none
AIRLINE PHARMA FEE,AIRLINE PHARMA FEE,8,600.0,Other / Uncategorized,Unclassified,none
AIRLINE PHARMA FEE E,AIRLINE PHARMA FEE E,6,450.0,Other / Uncategorized,Unclassified,none
AIRPORT FEE,AIRPORT FEE,13,82.27,Taxes & Customs,Duty & Import Tax,tfidf_fallback
AIRPORT TAX & HANDL. USD,AIRPORT TAX & HANDL. USD,2,95.0,Taxes & Customs,Sales / General Tax,rule
AIRPORT TRANSFER,AIRPORT TRANSFER,42,2260.11,Line Haul / Base Transportation,Air Freight,rule
AIRWAY BILL PREPARATION FEE,AIRWAY BILL PREPARATION FEE,16,610.3,Administrative & Service Fees,Document Fee,tfidf_fallback
