carrier,service_name,service_tier,zone,weight_min_lbs,weight_max_lbs,rate_type,rate_usd,effective_date,source_file
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,4,149.0,149.0,flat_per_package,1209.61,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,5,149.0,149.0,flat_per_package,1417.26,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,6,149.0,149.0,flat_per_package,1446.17,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,7,149.0,149.0,flat_per_package,1746.55,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,8,149.0,149.0,flat_per_package,1854.71,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,2,150.0,150.0,flat_per_package,488.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,3,150.0,150.0,flat_per_package,676.98,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,4,150.0,150.0,flat_per_package,1217.53,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,5,150.0,150.0,flat_per_package,1426.6,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,6,150.0,150.0,flat_per_package,1455.66,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,7,150.0,150.0,flat_per_package,1758.07,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,8,150.0,150.0,flat_per_package,1866.95,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,2,150,,per_lb,3.05,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,3,150,,per_lb,4.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,4,150,,per_lb,7.92,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,5,150,,per_lb,9.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,6,150,,per_lb,9.5,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,7,150,,per_lb,11.52,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Early,EARLY_AM_OVERNIGHT,8,150,,per_lb,12.25,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,0,0.5,flat_per_package,37.3,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,0,0.5,flat_per_package,44.92,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,0,0.5,flat_per_package,56.52,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,0,0.5,flat_per_package,60.46,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,0,0.5,flat_per_package,61.79,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,0,0.5,flat_per_package,68.56,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,0,0.5,flat_per_package,71.47,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,1.0,1.0,flat_per_package,45.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,1.0,1.0,flat_per_package,67.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,1.0,1.0,flat_per_package,86.64,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,1.0,1.0,flat_per_package,95.84,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,1.0,1.0,flat_per_package,101.09,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,1.0,1.0,flat_per_package,112.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,1.0,1.0,flat_per_package,115.3,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,2.0,2.0,flat_per_package,45.65,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,2.0,2.0,flat_per_package,67.79,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,2.0,2.0,flat_per_package,94.64,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,2.0,2.0,flat_per_package,102.89,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,2.0,2.0,flat_per_package,106.16,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,2.0,2.0,flat_per_package,119.49,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,2.0,2.0,flat_per_package,131.36,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,3.0,3.0,flat_per_package,49.79,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,3.0,3.0,flat_per_package,75.18,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,3.0,3.0,flat_per_package,104.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,3.0,3.0,flat_per_package,117.6,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,3.0,3.0,flat_per_package,126.69,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,3.0,3.0,flat_per_package,139.05,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,3.0,3.0,flat_per_package,143.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,4.0,4.0,flat_per_package,54.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,4.0,4.0,flat_per_package,76.79,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,4.0,4.0,flat_per_package,117.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,4.0,4.0,flat_per_package,128.77,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,4.0,4.0,flat_per_package,133.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,4.0,4.0,flat_per_package,151.03,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,4.0,4.0,flat_per_package,156.27,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,5.0,5.0,flat_per_package,54.75,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,5.0,5.0,flat_per_package,77.23,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,5.0,5.0,flat_per_package,119.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,5.0,5.0,flat_per_package,129.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,5.0,5.0,flat_per_package,134.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,5.0,5.0,flat_per_package,152.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,5.0,5.0,flat_per_package,156.94,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,6.0,6.0,flat_per_package,62.19,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,6.0,6.0,flat_per_package,84.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,6.0,6.0,flat_per_package,133.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,6.0,6.0,flat_per_package,149.83,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,6.0,6.0,flat_per_package,157.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,6.0,6.0,flat_per_package,173.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,6.0,6.0,flat_per_package,180.52,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,7.0,7.0,flat_per_package,63.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,7.0,7.0,flat_per_package,89.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,7.0,7.0,flat_per_package,139.27,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,7.0,7.0,flat_per_package,157.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,7.0,7.0,flat_per_package,164.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,7.0,7.0,flat_per_package,181.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,7.0,7.0,flat_per_package,193.3,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,8.0,8.0,flat_per_package,63.26,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,8.0,8.0,flat_per_package,89.53,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,8.0,8.0,flat_per_package,144.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,8.0,8.0,flat_per_package,164.04,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,8.0,8.0,flat_per_package,171.95,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,8.0,8.0,flat_per_package,192.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,8.0,8.0,flat_per_package,199.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,9.0,9.0,flat_per_package,63.55,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,9.0,9.0,flat_per_package,90.17,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,9.0,9.0,flat_per_package,150.5,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,9.0,9.0,flat_per_package,164.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,9.0,9.0,flat_per_package,172.73,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,9.0,9.0,flat_per_package,193.39,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,9.0,9.0,flat_per_package,199.95,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,10.0,10.0,flat_per_package,64.12,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,10.0,10.0,flat_per_package,91.32,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,10.0,10.0,flat_per_package,152.18,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,10.0,10.0,flat_per_package,166.12,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,10.0,10.0,flat_per_package,175.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,10.0,10.0,flat_per_package,195.26,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,10.0,10.0,flat_per_package,201.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,11.0,11.0,flat_per_package,75.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,11.0,11.0,flat_per_package,108.02,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,11.0,11.0,flat_per_package,186.45,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,11.0,11.0,flat_per_package,211.77,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,11.0,11.0,flat_per_package,223.04,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,11.0,11.0,flat_per_package,233.69,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,11.0,11.0,flat_per_package,237.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,12.0,12.0,flat_per_package,77.45,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,12.0,12.0,flat_per_package,111.6,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,12.0,12.0,flat_per_package,190.65,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,12.0,12.0,flat_per_package,222.51,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,12.0,12.0,flat_per_package,233.61,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,12.0,12.0,flat_per_package,238.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,12.0,12.0,flat_per_package,242.69,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,13.0,13.0,flat_per_package,77.75,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,13.0,13.0,flat_per_package,112.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,13.0,13.0,flat_per_package,194.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,13.0,13.0,flat_per_package,229.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,13.0,13.0,flat_per_package,234.61,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,13.0,13.0,flat_per_package,259.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,13.0,13.0,flat_per_package,264.25,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,14.0,14.0,flat_per_package,79.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,14.0,14.0,flat_per_package,114.09,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,14.0,14.0,flat_per_package,202.89,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,14.0,14.0,flat_per_package,230.25,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,14.0,14.0,flat_per_package,234.91,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,14.0,14.0,flat_per_package,262.32,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,14.0,14.0,flat_per_package,266.83,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,15.0,15.0,flat_per_package,79.62,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,15.0,15.0,flat_per_package,114.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,15.0,15.0,flat_per_package,205.83,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,15.0,15.0,flat_per_package,231.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,15.0,15.0,flat_per_package,236.39,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,15.0,15.0,flat_per_package,263.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,15.0,15.0,flat_per_package,268.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,16.0,16.0,flat_per_package,84.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,16.0,16.0,flat_per_package,128.48,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,16.0,16.0,flat_per_package,220.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,16.0,16.0,flat_per_package,258.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,16.0,16.0,flat_per_package,265.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,16.0,16.0,flat_per_package,290.35,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,16.0,16.0,flat_per_package,295.33,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,17.0,17.0,flat_per_package,89.46,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,17.0,17.0,flat_per_package,129.86,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,17.0,17.0,flat_per_package,233.27,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,17.0,17.0,flat_per_package,262.73,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,17.0,17.0,flat_per_package,268.82,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,17.0,17.0,flat_per_package,293.03,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,17.0,17.0,flat_per_package,298.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,18.0,18.0,flat_per_package,90.18,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,18.0,18.0,flat_per_package,130.59,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,18.0,18.0,flat_per_package,234.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,18.0,18.0,flat_per_package,263.02,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,18.0,18.0,flat_per_package,269.14,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,18.0,18.0,flat_per_package,293.31,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,18.0,18.0,flat_per_package,298.33,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,19.0,19.0,flat_per_package,90.75,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,19.0,19.0,flat_per_package,130.84,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,19.0,19.0,flat_per_package,234.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,19.0,19.0,flat_per_package,263.2,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,19.0,19.0,flat_per_package,269.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,19.0,19.0,flat_per_package,293.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,19.0,19.0,flat_per_package,298.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,20.0,20.0,flat_per_package,91.2,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,20.0,20.0,flat_per_package,131.43,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,20.0,20.0,flat_per_package,235.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,20.0,20.0,flat_per_package,264.59,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,20.0,20.0,flat_per_package,270.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,20.0,20.0,flat_per_package,294.43,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,20.0,20.0,flat_per_package,298.92,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,21.0,21.0,flat_per_package,95.25,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,21.0,21.0,flat_per_package,137.44,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,21.0,21.0,flat_per_package,255.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,21.0,21.0,flat_per_package,272.34,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,21.0,21.0,flat_per_package,286.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,21.0,21.0,flat_per_package,310.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,21.0,21.0,flat_per_package,328.28,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,22.0,22.0,flat_per_package,99.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,22.0,22.0,flat_per_package,145.05,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,22.0,22.0,flat_per_package,263.41,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,22.0,22.0,flat_per_package,282.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,22.0,22.0,flat_per_package,288.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,7,22.0,22.0,flat_per_package,326.64,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,8,22.0,22.0,flat_per_package,340.77,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,2,23.0,23.0,flat_per_package,100.16,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,3,23.0,23.0,flat_per_package,145.82,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,4,23.0,23.0,flat_per_package,271.24,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,5,23.0,23.0,flat_per_package,295.24,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air,MORNING_OVERNIGHT,6,23.0,23.0,flat_per_package,312.04,2026-01-05,UPS_daily-rates-us-en.xlsx
