carrier,service_name,service_tier,zone,weight_min_lbs,weight_max_lbs,rate_type,rate_usd,effective_date,source_file
FedEx,FedEx 2Day AM,2DAY_AM,7,38.0,38.0,flat_per_package,382.8,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,38.0,38.0,flat_per_package,390.46,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,39.0,39.0,flat_per_package,107.38,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,39.0,39.0,flat_per_package,132.26,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,39.0,39.0,flat_per_package,172.64,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,39.0,39.0,flat_per_package,255.6,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,39.0,39.0,flat_per_package,385.54,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,39.0,39.0,flat_per_package,409.6,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,39.0,39.0,flat_per_package,422.06,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,40.0,40.0,flat_per_package,108.16,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,40.0,40.0,flat_per_package,135.73,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,40.0,40.0,flat_per_package,180.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,40.0,40.0,flat_per_package,277.06,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,40.0,40.0,flat_per_package,394.29,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,40.0,40.0,flat_per_package,416.89,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,40.0,40.0,flat_per_package,425.23,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,41.0,41.0,flat_per_package,112.93,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,41.0,41.0,flat_per_package,142.26,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,41.0,41.0,flat_per_package,182.92,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,41.0,41.0,flat_per_package,279.21,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,41.0,41.0,flat_per_package,403.2,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,41.0,41.0,flat_per_package,440.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,41.0,41.0,flat_per_package,454.68,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,42.0,42.0,flat_per_package,117.45,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,42.0,42.0,flat_per_package,148.3,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,42.0,42.0,flat_per_package,188.88,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,42.0,42.0,flat_per_package,288.15,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,42.0,42.0,flat_per_package,404.2,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,42.0,42.0,flat_per_package,450.85,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,42.0,42.0,flat_per_package,465.47,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,43.0,43.0,flat_per_package,117.92,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,43.0,43.0,flat_per_package,148.91,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,43.0,43.0,flat_per_package,193.09,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,43.0,43.0,flat_per_package,292.96,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,43.0,43.0,flat_per_package,412.68,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,43.0,43.0,flat_per_package,457.39,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,43.0,43.0,flat_per_package,466.55,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,44.0,44.0,flat_per_package,119.18,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,44.0,44.0,flat_per_package,149.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,44.0,44.0,flat_per_package,201.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,44.0,44.0,flat_per_package,298.14,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,44.0,44.0,flat_per_package,429.72,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,44.0,44.0,flat_per_package,458.5,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,44.0,44.0,flat_per_package,467.68,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,45.0,45.0,flat_per_package,119.5,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,45.0,45.0,flat_per_package,152.72,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,45.0,45.0,flat_per_package,208.07,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,45.0,45.0,flat_per_package,302.31,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,45.0,45.0,flat_per_package,437.55,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,45.0,45.0,flat_per_package,472.07,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,45.0,45.0,flat_per_package,481.52,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,46.0,46.0,flat_per_package,119.82,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,46.0,46.0,flat_per_package,162.16,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,46.0,46.0,flat_per_package,212.2,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,46.0,46.0,flat_per_package,306.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,46.0,46.0,flat_per_package,444.4,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,46.0,46.0,flat_per_package,481.77,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,46.0,46.0,flat_per_package,491.41,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,47.0,47.0,flat_per_package,125.08,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,47.0,47.0,flat_per_package,163.12,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,47.0,47.0,flat_per_package,212.64,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,47.0,47.0,flat_per_package,311.18,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,47.0,47.0,flat_per_package,445.22,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,47.0,47.0,flat_per_package,482.74,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,47.0,47.0,flat_per_package,492.42,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,48.0,48.0,flat_per_package,127.57,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,48.0,48.0,flat_per_package,163.41,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,48.0,48.0,flat_per_package,219.63,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,48.0,48.0,flat_per_package,315.78,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,48.0,48.0,flat_per_package,461.58,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,48.0,48.0,flat_per_package,484.28,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,48.0,48.0,flat_per_package,493.97,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,49.0,49.0,flat_per_package,127.86,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,49.0,49.0,flat_per_package,167.09,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,49.0,49.0,flat_per_package,220.36,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,49.0,49.0,flat_per_package,316.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,49.0,49.0,flat_per_package,469.57,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,49.0,49.0,flat_per_package,495.77,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,49.0,49.0,flat_per_package,505.7,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,50.0,50.0,flat_per_package,129.19,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,50.0,50.0,flat_per_package,178.5,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,50.0,50.0,flat_per_package,225.22,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,50.0,50.0,flat_per_package,321.93,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,50.0,50.0,flat_per_package,474.91,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,50.0,50.0,flat_per_package,505.45,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,50.0,50.0,flat_per_package,515.57,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,51.0,51.0,flat_per_package,136.56,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,51.0,51.0,flat_per_package,180.96,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,51.0,51.0,flat_per_package,228.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,51.0,51.0,flat_per_package,333.46,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,51.0,51.0,flat_per_package,503.42,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,51.0,51.0,flat_per_package,533.16,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,51.0,51.0,flat_per_package,547.22,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,52.0,52.0,flat_per_package,145.89,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,52.0,52.0,flat_per_package,187.53,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,52.0,52.0,flat_per_package,234.08,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,52.0,52.0,flat_per_package,334.64,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,52.0,52.0,flat_per_package,510.21,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,52.0,52.0,flat_per_package,542.49,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,52.0,52.0,flat_per_package,563.04,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,53.0,53.0,flat_per_package,146.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,53.0,53.0,flat_per_package,188.19,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,53.0,53.0,flat_per_package,246.04,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,53.0,53.0,flat_per_package,335.42,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,53.0,53.0,flat_per_package,510.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,53.0,53.0,flat_per_package,550.45,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,53.0,53.0,flat_per_package,564.63,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,54.0,54.0,flat_per_package,147.47,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,54.0,54.0,flat_per_package,192.41,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,54.0,54.0,flat_per_package,247.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,54.0,54.0,flat_per_package,350.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,54.0,54.0,flat_per_package,511.53,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,54.0,54.0,flat_per_package,551.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,54.0,54.0,flat_per_package,572.79,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,55.0,55.0,flat_per_package,148.11,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,55.0,55.0,flat_per_package,192.99,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,55.0,55.0,flat_per_package,247.86,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,55.0,55.0,flat_per_package,352.38,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,55.0,55.0,flat_per_package,512.07,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,55.0,55.0,flat_per_package,562.61,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,55.0,55.0,flat_per_package,573.87,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,56.0,56.0,flat_per_package,148.8,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,56.0,56.0,flat_per_package,193.58,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,56.0,56.0,flat_per_package,248.46,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,56.0,56.0,flat_per_package,353.32,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,56.0,56.0,flat_per_package,512.61,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,56.0,56.0,flat_per_package,564.53,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,56.0,56.0,flat_per_package,575.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,57.0,57.0,flat_per_package,152.62,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,57.0,57.0,flat_per_package,194.19,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,57.0,57.0,flat_per_package,249.06,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,57.0,57.0,flat_per_package,370.62,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,57.0,57.0,flat_per_package,513.38,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,57.0,57.0,flat_per_package,565.05,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,57.0,57.0,flat_per_package,576.36,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,58.0,58.0,flat_per_package,153.28,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,58.0,58.0,flat_per_package,194.78,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,58.0,58.0,flat_per_package,249.66,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,58.0,58.0,flat_per_package,372.36,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,58.0,58.0,flat_per_package,513.93,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,58.0,58.0,flat_per_package,571.97,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,58.0,58.0,flat_per_package,583.42,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,59.0,59.0,flat_per_package,156.82,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,59.0,59.0,flat_per_package,195.71,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,59.0,59.0,flat_per_package,255.06,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,59.0,59.0,flat_per_package,373.08,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,59.0,59.0,flat_per_package,515.23,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,59.0,59.0,flat_per_package,585.59,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,59.0,59.0,flat_per_package,597.32,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,60.0,60.0,flat_per_package,157.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,60.0,60.0,flat_per_package,206.66,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,60.0,60.0,flat_per_package,256.13,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,60.0,60.0,flat_per_package,387.24,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,60.0,60.0,flat_per_package,539.54,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,60.0,60.0,flat_per_package,603.11,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,60.0,60.0,flat_per_package,615.18,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,61.0,61.0,flat_per_package,158.38,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,61.0,61.0,flat_per_package,207.78,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,61.0,61.0,flat_per_package,256.73,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,61.0,61.0,flat_per_package,388.68,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,61.0,61.0,flat_per_package,541.98,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,61.0,61.0,flat_per_package,608.89,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,61.0,61.0,flat_per_package,631.12,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,62.0,62.0,flat_per_package,158.96,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,62.0,62.0,flat_per_package,208.48,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,62.0,62.0,flat_per_package,262.27,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,62.0,62.0,flat_per_package,389.44,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,62.0,62.0,flat_per_package,544.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,62.0,62.0,flat_per_package,614.98,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,62.0,62.0,flat_per_package,632.72,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,63.0,63.0,flat_per_package,163.16,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,63.0,63.0,flat_per_package,215.87,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,63.0,63.0,flat_per_package,263.04,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,63.0,63.0,flat_per_package,404.54,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,63.0,63.0,flat_per_package,598.8,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,63.0,63.0,flat_per_package,622.39,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,63.0,63.0,flat_per_package,634.84,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,64.0,64.0,flat_per_package,168.77,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,64.0,64.0,flat_per_package,218.31,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,64.0,64.0,flat_per_package,272.86,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,64.0,64.0,flat_per_package,406.07,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,64.0,64.0,flat_per_package,609.07,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,64.0,64.0,flat_per_package,647.4,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,64.0,64.0,flat_per_package,676.47,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,65.0,65.0,flat_per_package,169.35,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,65.0,65.0,flat_per_package,218.96,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,65.0,65.0,flat_per_package,279.7,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,65.0,65.0,flat_per_package,406.65,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,65.0,65.0,flat_per_package,621.96,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,65.0,65.0,flat_per_package,672.05,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,65.0,65.0,flat_per_package,685.66,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,66.0,66.0,flat_per_package,169.9,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,66.0,66.0,flat_per_package,223.78,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,66.0,66.0,flat_per_package,285.73,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,66.0,66.0,flat_per_package,412.79,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,66.0,66.0,flat_per_package,627.4,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,66.0,66.0,flat_per_package,674.52,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,66.0,66.0,flat_per_package,688.02,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,67.0,67.0,flat_per_package,170.49,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,67.0,67.0,flat_per_package,225.63,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,67.0,67.0,flat_per_package,286.39,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,67.0,67.0,flat_per_package,413.45,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,67.0,67.0,flat_per_package,628.02,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,67.0,67.0,flat_per_package,683.67,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,67.0,67.0,flat_per_package,697.35,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,68.0,68.0,flat_per_package,171.12,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,68.0,68.0,flat_per_package,227.31,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,68.0,68.0,flat_per_package,287.06,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,68.0,68.0,flat_per_package,414.16,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,68.0,68.0,flat_per_package,628.59,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,68.0,68.0,flat_per_package,689.75,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,68.0,68.0,flat_per_package,703.63,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,69.0,69.0,flat_per_package,171.78,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,69.0,69.0,flat_per_package,228.0,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,69.0,69.0,flat_per_package,287.8,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,69.0,69.0,flat_per_package,414.83,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,69.0,69.0,flat_per_package,634.99,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,69.0,69.0,flat_per_package,691.61,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,69.0,69.0,flat_per_package,705.81,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,70.0,70.0,flat_per_package,172.33,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,70.0,70.0,flat_per_package,239.94,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,4,70.0,70.0,flat_per_package,297.33,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,5,70.0,70.0,flat_per_package,415.5,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,6,70.0,70.0,flat_per_package,635.63,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,7,70.0,70.0,flat_per_package,692.49,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,8,70.0,70.0,flat_per_package,706.35,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,2,71.0,71.0,flat_per_package,176.25,2026-01-05,2DayAM.csv
FedEx,FedEx 2Day AM,2DAY_AM,3,71.0,71.0,flat_per_package,241.14,2026-01-05,2DayAM.csv
